Survived,Pclass,Age,Sex,Fare,Cabin,Embarked,Name_Grade,Family_size
1,2,34,female,13,0,S,6,2
0,2,34,male,26,0,S,4,2
1,2,34,male,13,1,S,4,2
0,2,34,male,13,0,S,4,1
0,3,34,male,8.05,0,S,4,1
0,3,34,male,8.05,0,S,4,1
0,3,34,male,6.4958,0,S,4,1
0,1,33,male,5,1,S,4,1
0,2,33,male,12.275,0,S,4,1
0,3,33,male,8.6542,0,S,4,1
1,1,33,female,90,1,Q,6,3
1,2,33,female,26,0,S,2,2
1,2,33,female,27.75,0,S,2,3
1,1,33,female,86.5,1,S,3,2
1,1,33,female,53.1,1,S,2,3
0,3,33,male,9.5,0,S,4,1
0,3,33,male,8.6625,0,C,4,1
0,3,33,male,7.8958,0,C,4,1
0,3,33,male,7.8958,0,S,4,1
0,3,33,male,20.525,0,S,4,2
1,3,33,female,15.85,0,S,2,5
1,2,32.5,female,13,1,S,6,2
1,2,32,male,26,0,S,4,3
0,3,32,male,8.3625,0,S,4,1
1,1,32,female,76.2917,1,C,6,2
1,1,32,male,30.5,1,C,1,2
0,2,32,male,73.5,0,S,4,3
0,2,32,male,10.5,0,S,4,1
1,2,32,female,13,0,S,2,2
0,3,32,male,7.8958,0,S,4,1
1,3,32,male,7.8542,0,S,4,2
0,3,32,female,15.5,0,Q,2,2
0,3,32,male,7.75,0,Q,4,1
1,3,32,male,8.05,1,S,4,2
1,3,32,male,7.925,0,S,4,2
0,3,32,male,7.925,0,S,4,1
0,2,31,male,37.0042,0,C,4,2
0,1,31,male,52,1,S,4,2
1,1,31,male,57,1,S,4,3
0,1,31,male,50.4958,1,S,4,1
0,2,31,male,10.5,0,S,4,1
0,2,31,male,26.25,0,S,4,2
1,2,31,female,26.25,0,S,2,3
1,1,31,female,113.275,1,C,6,3
1,1,31,female,164.8667,1,S,6,2
0,3,31,male,7.75,0,Q,4,1
0,3,31,male,7.775,0,S,4,1
1,3,31,female,8.6833,0,S,2,2
0,3,31,female,7.8542,0,S,6,1
1,3,31,female,20.525,0,S,2,3
1,3,31,male,7.925,0,S,4,2
0,3,30.5,male,8.05,0,S,4,1
0,3,30.5,female,7.75,0,Q,6,1
0,3,30,male,7.2292,0,C,4,1
0,3,30,male,7.225,0,C,4,1
0,3,30,male,16.1,0,S,4,2
0,2,30,male,24,0,C,4,2
0,3,30,male,7.25,0,S,4,1
1,1,30,female,56.9292,1,C,6,2
1,1,30,female,106.425,0,C,6,2
0,3,30,male,8.05,0,S,4,1
0,2,30,male,13,0,S,4,1
1,2,30,female,21,0,S,2,5
1,1,30,female,86.5,1,S,6,2
1,1,30,female,31,0,C,6,2
1,2,30,female,12.35,0,Q,6,2
0,2,30,male,13,0,S,4,1
1,2,30,female,13,0,S,6,2
0,3,30,female,24.15,0,S,2,2
1,3,30,male,9.5,0,S,4,2
1,3,30,female,12.475,0,S,6,2
0,3,30,male,8.05,0,S,4,1
0,2,29,male,27.7208,0,C,4,2
1,2,29,female,26,0,S,2,3
0,3,29,male,7.0458,0,S,4,2
0,3,29,male,9.4833,0,S,4,1
0,2,29,male,21,0,S,4,2
1,1,29,female,211.3375,1,S,6,2
1,2,29,female,10.5,1,S,2,2
0,1,29,male,30,1,S,4,1
0,1,29,male,66.6,1,S,4,2
1,2,29,female,26,0,S,2,3
0,3,29,male,7.875,0,S,4,1
0,3,29,male,8.05,0,S,4,1
0,3,29,female,10.4625,1,S,2,2
0,3,29,male,7.775,0,S,4,1
1,3,29,male,7.8958,0,C,4,2
0,3,29,female,21.075,0,S,2,1
1,3,29,male,7.75,0,Q,4,2
0,3,28,male,56.4958,0,S,4,1
1,2,28,female,26,0,S,2,3
1,2,28,female,24,0,C,2,3
0,3,28,male,22.525,0,S,4,1
0,1,28,male,82.1708,0,C,4,2
0,1,28,male,47.1,0,S,4,1
1,1,28,male,35.5,1,S,4,2
0,2,28,male,13.5,0,S,4,1
1,2,28,female,13,0,S,7,2
1,2,28,female,13,0,S,6,2
1,2,28,female,12.65,0,S,2,2
0,2,28,male,33,0,S,1,1
0,3,28,male,9.5,0,S,4,1
0,3,28,male,9.5,0,S,4,1
0,3,28,male,7.8958,0,S,4,1
0,3,28,male,7.8958,0,S,4,1
0,3,28,female,7.8958,0,S,6,1
0,3,28,male,7.7958,0,S,4,1
0,3,28,male,7.925,0,S,4,3
0,3,28,male,15.85,0,S,4,2
0,3,27,male,14.4542,0,C,4,2
0,2,27,female,21,0,S,2,2
1,2,27,female,10.5,1,S,6,2
0,1,27,male,211.5,1,C,4,1
1,1,27,male,30.5,0,S,4,2
1,1,27,male,53.1,1,S,4,3
0,2,27,male,13,0,S,1,1
0,2,27,male,13,0,S,4,1
0,2,27,male,26,0,S,4,1
1,3,27,male,8.6625,0,S,4,2
1,3,27,male,6.975,0,S,4,2
1,3,27,female,11.1333,0,S,2,2
0,3,27,male,7.8958,0,S,4,1
1,3,27,female,12.475,1,S,2,2
1,3,27,female,7.925,0,S,6,2
1,3,26,male,56.4958,0,S,4,2
0,3,26,male,20.575,0,S,4,2
1,3,26,male,18.7875,0,C,4,2
0,3,26,female,16.1,0,S,2,2
0,3,26,male,7.8875,0,S,4,1
1,1,26,female,78.85,0,S,6,2
0,2,26,male,10.5,0,S,4,1
1,1,26,male,30,1,C,4,2
0,2,26,female,26,0,S,2,2
0,3,26,male,8.6625,0,S,4,3
0,3,26,male,8.05,0,S,4,1
0,3,26,male,7.775,0,S,4,1
0,3,26,male,7.8958,0,S,4,1
0,3,26,male,7.8958,0,S,4,1
0,3,26,male,7.8542,0,S,4,2
1,3,26,female,7.925,0,S,6,2
0,2,25,male,41.5792,0,C,4,2
0,3,25,male,7.225,0,C,4,1
1,1,25,male,55.4417,1,C,4,3
1,1,25,male,91.0792,1,C,4,3
0,2,25,male,13,0,S,4,1
0,3,25,male,7.7417,0,Q,4,1
0,1,25,female,151.55,1,S,2,2
1,2,25,female,26,0,S,2,2
0,2,25,male,13,0,S,4,1
0,2,25,male,26,0,S,4,2
1,2,25,female,30,0,S,6,3
0,2,25,male,13,0,S,4,1
0,3,25,female,7.775,0,S,6,1
0,3,25,male,7.775,0,S,4,2
0,3,25,male,7.65,1,S,4,1
0,3,25,male,7.8958,0,S,4,1
0,3,25,male,7.25,0,S,4,1
0,3,25,male,7.05,0,S,4,1
0,3,25,female,7.925,0,S,6,2
0,3,25,male,7.05,0,S,4,1
1,3,25,male,0,0,S,4,2
1,3,24,female,19.2583,0,C,2,2
1,3,24,female,16.7,1,S,2,2
1,1,24,female,83.1583,1,C,6,2
1,3,24,male,7.1417,0,S,4,2
1,1,24,female,69.3,1,C,2,2
1,1,24,female,69.3,1,C,7,2
0,1,24,male,247.5208,1,C,4,1
0,1,24,male,79.2,1,C,4,1
1,1,24,female,263,1,S,6,5
1,2,24,female,18.75,0,S,2,4
0,2,24,male,10.5,0,S,4,1
1,2,24,female,65,0,S,6,3
0,2,24,male,13,0,S,4,1
1,2,24,female,27,0,S,2,4
1,2,24,female,26,0,S,2,3
1,2,24,female,13,1,S,6,2
0,2,24,female,13,0,S,6,1
1,2,24,female,14.5,0,S,2,2
0,3,24,male,7.4958,0,S,4,1
0,3,24,male,7.8958,0,S,4,1
0,3,24,female,8.85,0,S,6,1
0,3,24,male,7.7958,0,S,4,1
0,3,24,male,16.1,0,S,4,2
1,3,24,female,15.85,0,S,2,3
0,3,24,male,7.05,0,S,4,1
0,2,23,male,15.0458,0,C,4,1
1,3,23,female,7.55,0,S,6,2
1,1,23,female,263,1,S,6,5
0,2,23,male,13,0,S,4,1
0,2,23,male,11.5,0,S,4,3
1,1,23,female,113.275,1,C,6,3
0,2,23,male,13,0,S,4,1
0,3,23,male,7.8542,0,S,4,1
0,3,23,female,7.925,0,S,6,1
1,2,22,female,41.5792,0,C,2,3
1,3,22,male,7.225,0,C,4,2
0,3,22,male,9.35,0,S,4,1
0,3,22,female,9.8375,0,S,6,1
1,1,22,female,49.5,1,C,6,2
0,3,22,male,8.05,0,S,4,1
0,3,22,male,7.25,0,S,4,1
1,1,22,female,66.6,1,S,2,3
1,1,22,female,151.55,0,S,6,2
0,3,22,male,8.05,0,S,4,1
1,3,22,female,7.75,0,S,6,2
1,3,22,female,7.775,0,S,6,2
0,3,22,male,7.8958,0,S,4,1
0,3,22,male,7.7958,0,S,4,1
0,3,22,male,7.5208,0,S,4,1
1,3,22,female,7.75,0,Q,6,2
0,3,22,male,7.125,0,S,4,1
0,3,21,male,8.05,0,S,4,1
0,3,21,female,9.825,0,S,6,2
0,3,21,female,34.375,0,S,6,3
0,3,21,male,8.4333,0,S,4,1
0,3,21,male,7.7333,0,Q,4,1
1,1,21,female,77.9583,1,S,6,2
0,2,21,male,73.5,0,S,4,1
0,2,21,male,73.5,0,S,4,3
0,2,21,male,11.5,0,S,4,2
0,1,21,male,77.2875,1,S,4,1
0,3,21,male,7.8,0,S,4,1
0,3,21,male,8.05,0,S,4,1
0,3,21,male,16.1,0,S,4,1
0,3,21,male,7.775,0,S,4,1
0,3,21,male,8.6625,0,S,4,1
1,3,21,male,7.7958,0,S,4,2
0,3,21,female,7.75,0,Q,6,1
0,3,21,male,7.925,0,S,4,1
0,3,21,male,7.925,0,S,4,1
0,3,21,male,7.25,0,S,4,1
0,3,20.5,male,7.25,0,S,4,1
0,3,20,male,8.05,0,S,4,1
1,3,20,male,15.7417,0,C,4,3
1,3,20,male,7.2292,0,C,4,2
0,3,20,female,9.825,0,S,6,2
0,3,20,male,9.225,0,S,4,1
0,3,20,male,9.8458,0,S,4,1
0,3,20,male,8.6625,0,S,4,1
0,3,20,female,8.6625,0,S,6,1
0,3,20,male,9.5,0,S,4,1
0,3,20,male,7.8542,0,S,4,1
0,3,20,male,7.8542,0,S,4,1
0,3,20,male,7.05,0,S,4,1
1,2,19,female,26,0,S,2,3
0,3,19,male,8.1583,0,S,4,1
1,3,19,male,8.05,0,S,4,2
1,1,19,female,26.2833,1,S,6,2
1,1,19,female,91.0792,1,C,2,3
0,1,19,male,263,1,S,4,4
0,2,19,male,13,0,S,4,1
0,2,19,male,10.5,0,S,4,1
0,2,19,male,36.75,0,S,4,2
0,1,19,male,53.1,1,S,4,2
0,3,19,male,8.05,0,S,4,1
0,3,19,male,7.775,0,S,4,1
0,3,19,male,7.8958,0,S,4,1
0,3,19,male,10.1708,0,S,4,1
0,3,19,male,7.8958,0,S,4,1
1,3,19,female,7.8542,0,S,6,3
0,3,19,male,6.75,0,Q,4,1
0,3,19,male,0,0,S,4,1
0,3,18,male,8.3,0,S,4,1
1,3,18,female,9.8417,0,S,6,2
0,2,18,male,73.5,0,S,4,1
1,1,18,female,262.375,1,C,6,4
1,1,18,female,227.525,1,C,2,3
0,1,18,male,108.9,1,C,4,2
1,1,18,female,79.65,1,S,6,2
0,2,18,male,13,0,S,4,1
1,2,18,female,13,0,S,6,2
0,3,18,female,18,0,S,6,3
0,3,18,male,7.775,0,S,4,1
0,3,18,male,7.8542,0,S,4,2
0,3,18,female,6.75,0,Q,6,1
0,3,18,male,20.2125,0,S,4,2
1,3,18,female,9.35,0,S,2,2
1,3,18,female,7.4958,0,S,6,2
0,3,18,male,6.4958,0,S,4,2
1,2,17,female,12,0,C,6,2
0,3,17,female,14.4583,0,C,6,1
0,3,17,male,7.2292,0,C,4,2
1,2,17,female,10.5,0,S,6,2
1,1,17,male,110.8833,1,C,4,2
1,1,17,female,57,1,S,2,3
1,1,17,female,108.9,1,C,2,3
0,3,17,male,8.6625,0,S,4,1
0,3,17,male,8.6625,0,S,4,1
0,3,17,male,8.6625,0,S,4,1
0,3,17,male,7.125,0,S,4,1
1,3,17,female,7.925,0,S,6,6
0,2,16,male,10.5,0,S,4,1
0,3,16,female,46.9,0,S,6,6
0,3,16,male,20.25,0,S,4,2
0,3,16,male,34.375,0,S,4,2
0,3,16,male,9.2167,0,S,4,1
1,1,16,female,39.4,1,S,6,2
0,3,16,male,8.05,0,S,4,1
1,3,16,female,7.7333,0,Q,6,2
1,1,16,female,86.5,1,S,6,2
1,1,16,female,57.9792,1,C,6,2
0,2,16,male,26,0,S,4,1
0,3,16,male,18,0,S,4,3
0,3,16,male,9.5,0,S,4,1
0,3,16,male,7.775,0,S,4,1
1,3,16,female,7.75,0,Q,6,2
1,3,16,male,8.05,0,S,4,2
0,3,16,male,39.6875,0,S,4,5
1,3,15,female,14.4542,0,C,2,3
1,3,15,female,7.225,0,C,6,2
1,1,15,female,211.3375,1,S,6,2
1,3,15,female,8.0292,0,Q,6,2
0,3,14.5,female,14.4542,0,C,6,2
1,3,14,female,11.2417,0,C,6,3
0,3,14,male,39.6875,0,S,4,5
1,3,13,female,7.2292,0,C,6,2
1,2,13,female,19.5,0,S,6,2
1,3,12,male,11.2417,0,C,5,3
0,3,11,male,46.9,0,S,5,6
0,3,11,male,18.7875,0,C,4,1
1,1,11,male,120,1,S,5,3
0,3,10,female,24.15,0,S,6,1
0,3,10,male,27.9,0,S,5,4
0,3,9,male,46.9,0,S,5,6
0,3,9,female,15.2458,0,C,6,2
1,3,9,male,15.9,0,S,5,3
0,3,9,male,31.3875,0,S,5,5
0,3,9,female,31.275,0,S,6,5
0,3,9,female,27.9,0,S,6,4
1,3,9,male,20.525,0,S,5,2
1,2,8,female,26.25,0,S,6,2
0,3,8,female,21.075,0,S,6,4
1,2,7,female,26.25,0,S,6,2
0,3,7,male,29.125,0,Q,5,5
0,3,7,male,39.6875,0,S,5,5
1,2,6,female,33,0,S,6,2
1,3,6,male,12.475,1,S,5,2
1,2,5,female,27.75,0,S,6,3
1,3,5,female,12.475,0,S,6,2
1,3,4,female,22.025,0,S,6,2
0,3,4,male,31.275,0,S,5,5
0,3,4,male,27.9,0,S,5,4
1,3,4,male,11.1333,0,S,5,3
0,3,4,male,29.125,0,Q,5,5
1,2,3,female,41.5792,0,C,6,3
1,2,3,male,18.75,0,S,5,3
1,3,3,male,15.9,0,S,5,3
1,2,3,male,26,1,S,5,3
0,3,3,female,21.075,0,S,6,4
1,2,2,female,26,0,S,6,3
0,1,2,female,151.55,1,S,6,2
1,2,2,male,26,1,S,5,3
0,3,2,female,31.275,0,S,6,5
0,3,2,female,27.9,0,S,6,4
0,3,2,male,21.075,0,S,5,4
0,3,2,male,39.6875,0,S,5,5
1,3,2,female,12.2875,0,S,6,2
1,2,1,male,37.0042,0,C,5,2
1,3,1,female,15.7417,0,C,6,2
1,3,1,female,11.1333,0,S,6,3
0,3,1,male,39.6875,0,S,5,5
1,1,0.92,male,151.55,1,S,5,3
1,2,0.83,male,18.75,0,S,5,3
1,2,0.83,male,29,0,S,5,2
1,3,0.75,female,19.2583,0,C,6,4
1,2,0.67,male,14.5,0,S,5,3
1,3,0.42,male,8.5167,0,C,5,2
0,3,0,male,46.9,0,S,5,6